texto_limpo,label
aponta alta pib terceiro trimestre saída recessão,1.0
goering disse julgamentos nuremberg escravizar pessoas preciso assustá las,0.0
leitos uti prorrogados estados municípios,1.0
agravamento pandemia stf pode vetar plenário cultos missas,1.0
foto caixão vazio usada enganar sobre mortes covid,1.0
levantar rápido provoca morte súbita indicam especialistas,0.0
mpf denuncia hacker invasão sistemas senado,1.0
soldados guerra admirariam luta contra covid diz rainha elizabeth,1.0
adesão isolamento social pressiona utis busca novos leitos,1.0
cloroquina poderá usada casos graves coronavírus,1.0
pior período pandemia testagem rede pública cai país,1.0
correção dólar sob bolsonaro caro plano real,0.0
após decisão stf alerj retomará processo impeachment witzel,1.0
doria planeja toque recolher todas cidades,1.0
funcionário funerária tirou foto corpo maradona encontrado morto boato,0.0
decisão tse pode permitir políticos inelegíveis outubro disputem eleições novembro,1.0
casos coronavírus número mortes brasil maio,1.0
operação apura desvios milhões dnit,1.0
lewis escreveu texto sobre diabo pandemia boato,0.0
ataque trump golpista pode tido conspiração medo cadeia,1.0
luciano hang diz votou bolsonaro deixa produtos havan mau cheiro boato,0.0
crivella erra falar sobre metodologia pesquisas apoio psl,0.0
ligação número golpe clona whatsapp rouba dados celular boato,0.0
vídeo mostra argentinos máscara aglomeração velório maradona boato,0.0
coronavírus podemos aprender única erradicação doença infecciosa mundo,1.0
sim swap fraud novo golpe bandidos pedem pressione tecla celular boato,0.0
mortes diárias confirmadas quarto dia seguido,1.0
post engana sugerir ponte acre rondônia obra apenas governo bolsonaro,0.0
vídeo cuba acordou mostra protestos contra comunismo cuba boato,0.0
coca cola dando frigobar entrar site compartilhar link whatsapp boato,0.0
primeiro ministro francês renunciou após eleito prefeito ministro saúde segue cargo,0.0
bolsonaro recebe secretário geral organização mundial turismo,1.0
seis pessoas presas méxico venderem vacina falsa contra covid,1.0
coronavírus máscara pano feita casa pode opção pessoas sintomas diz secretário,1.0
doria solidariza serra prejuízo campanha covas,1.0
mpf ministério saúde esperou agravamento crise amazonas iniciar transferência pacientes,1.0
rodrigo maia defende aposentadoria anos recebendo mil boato,0.0
traficantes mexicanos usam pandemia ganhar popularidade distribuindo alimentos,1.0
falta segunda dose coronavac cereja bolo ruim pazuello,1.0
flávio bolsonaro publica vídeo checado falso ano,0.0
marco aurélio critica bolsonaro marques melhor vacina isolamento,1.0
covid especialistas saúde pedem fumantes larguem cigarro agora,1.0
glenn greenwald prisão decretada impedido sair brasil boato,0.0
fake diretor abin fez post xingando moro dizendo corruptos temem nomeação,0.0
vídeo mostra maravilhas wuhan todo mundo acha cidadezinha boato,0.0
fake suprema corte eua determinou guarda nacional prenda mesários funcionários correios,0.0
bebê mãe vítima coronavírus recebe alta após dias uti belém,1.0
perseguição constante diz felipe neto após denúncia carlos,1.0
calendário vacinação março rio janeiro pessoas anos divulgado boato,0.0
precisar apoio peço desses pegar bandeira diz bolsonaro boato,0.0
sabará evita criticar amôedo diz denúncia contra candidatura falsa,1.0
bolsonaro libera parlamentares vésperas eleição congresso,1.0
primeiro ministro luxemburgo chegar umar festa galar maridar vestir,0.0
saúde assina contrato compra milhões doses coronavac,1.0
estudo médico vladimir zelenko hidroxicloroquina comprovação científica,0.0
população praga comemora fim lockdown jantar mesa gigante,1.0
pcc exibiu faixa alexandre moraes stf durante salve geral boato,0.0
criança sequestrar transportar carcaça animar,0.0
governo bolsonaro constrói ponte estaiada ilhéus mostra vídeo boato,0.0
pastor valdemiro santiago afirma contraiu coronavírus continuou pregando boato,0.0
fotos mostram jair eduardo flávio bolsonaro junto sargento preso cocaína boato,0.0
perto retorno futebol diz ministro argentino,1.0
psicólogo explica comportamento pessoas deixam proteger covid sabendo riscos,1.0
biden american journal medicine recomendam uso hidroxicloroquina boato,0.0
recusa stj recurso rende precioso tempo flávio bolsonaro,1.0
menos municípios pretendem abrir escolas setembro diz governo,1.0
lava jato denuncia wassef outros sob acusação lavagem dinheiro,1.0
fico liberada votar contra governo diz bia kicis,1.0
apura plano distribuição massa ivermectina sete lagoas,1.0
bruno covas acaba liberar cloroquina tratamento covid boato,0.0
após teich protocolo cloroquina deve entregue semana vem,1.0
estudo australiano registra surto anorexia nervosa crianças durante pandemia novo coronavírus,1.0
flávio bolsonaro depõe vez esposa comparecerá,1.0
cuba adotou sucesso cloroquina tratamento pacientes covid,0.0
tribunal constitucional militar tcm criado decreto lei bolsonaro boato,0.0
vídeo relembrar fake news engraçar web,0.0
diretores anvisa autorizam unanimidade uso lote coronavac,1.0
miriam leitão preso assaltar banespa,0.0
fake imagem mostre paciente curado covid após uso medicamento,0.0
ministro saúde pede congresso bilhões combate coronavírus,1.0
delegado morre após filho pegar arma perceber boato,0.0
superfungo identificado vez brasil mata contaminados,1.0
empresas querem investir brasil causa bolsonaro boato,0.0
curitiba greca dem deixa promessas pendentes aposta mandato,0.0
gastos parlamentares saúde crescem senado detalha despesas,1.0
túlio gadêlha desafia intervenção lupi mantém disputa recife,1.0
maju fala bolsonaro desgoverna respondida jornalista portuguesa márcia rodrigues rtp boato,0.0
imagem pessoas rezando ajoelhadas registrada goiânia cuiabá,0.0
vacina contra covid relatos efeitos colaterais diz cdc boato,0.0
doria anuncia mulher curados covid,1.0
marido infectada diz nota agiu esposo preocupado,1.0
repórter globonews chama brasileiro pobre estúpido após pesquisa sobre bolsonaro boato,0.0
fake fotos mostrem obras concluídas meses governo bolsonaro,0.0
pastor anunciar vender máscara invisível real verdade,0.0
fake foto mostre paulo câmara joão campos confraternização máscara durante quarentena pernambuco,0.0
veja fato fake declarações candidatos prefeitura rio semana campanha turno,0.0
conselho abre processo cassação contra silveira afasta órgão,1.0
teich exonera servidores muda equipe ministério saúde meio epidemia,1.0
deputada maria rosário chamou moro hitler judiciário,0.0
beber água horários específicos evita derrames ataques cardíacos dizem especialistas,0.0
decreto amplia medidas restritivas contra covid abril,1.0
fake câmara aprovou aborto semanas brasil,0.0
câmara aprova urgência projeto sobre venda vacina empresas,1.0
zambelli lamenta recusa wizard combater casos supernotificação,1.0
leia íntegra discurso bolsonaro cúpula diversidade onu,1.0
casar bbb energia cortar falto pagamento,0.0
contrário afirma deputado doria recebeu bilhões união combate covid,0.0
uol folha sabatinam bruno engler candidato prtb nesta segunda,1.0
enganosa comparação risco morrer covid asteroide colidir terra,0.0
foragido justiça assessor ministro stf dias toffoli,0.0
médico brasileiro show eua falar sobre internacionalização amazônia boato,0.0
delegado intimou felipe neto nega favorecimento político intimidação,1.0
maio pior momento moderna história brasileira diz ciro,1.0
liberada justiça brasileira segue presa áfrica sul meio pandemia,1.0
vídeo mostrar umar sereia filmar amazônia verdade,0.0
auxiliares bolsonaro defendem governo envolva caso deputado preso,1.0
fake imagem mostre madeira extraída ilegalmente líder ong amazônia apreendida exército,0.0
itália define data equipes profissionais retornarem treinos,1.0
fachin cancelou crimes lázaro cármem lúcia deu explicar morreu boato,0.0
média mortes covid brasil bate recorde dia,1.0
número mortos itália salta dia chega,1.0
coronavírus prende novo suspeito fraude compra respiradores,1.0
vamos tocar vida diz bolsonaro sobre país atingir marca mil mortos coronavírus,1.0
debora olivieri descobre vídeo anunciando morte covid chocada,1.0
uol confere vídeo tiroteio tirado série sobre jogador tevez,0.0
wajngarten perde influência governo futuro indicados xeque,1.0
cid gomes atingido balas borracha armou farsa sobre ferimentos boato,0.0
rui costa recebeu milhões declarou milhões investiga polícia federal boato,0.0
estado urnas substituídas maioria capital,1.0
maridar testar surpreso dna expulso esposo casar verdade,0.0
índia derrotou covid porque adotou ivermectina suspendeu vacinação massa boato,0.0
deputada defende comissão verdade sobre monumentos paulo,1.0
decisão stf vale prisão cautelar único responsável dependente,0.0
isadora anos internada causa tromboflebite pede orações grupo boato,0.0
globo pertence bahrein líbia kuwait atacou bolsonaro causa arábia saudita boato,0.0
governador roraima pede fechamento fronteira devido coronavírus,1.0
entidades denunciarão governo apagão dados sobre pandemia,1.0
esquerda centrão vão derrubar cria pensão crianças microcefalia boato,0.0
homem filmado andando nuvens ilha itaparica bahia boato,0.0
indígena recém nascida morre coronavírus interior,1.0
restaurantes jurados masterchef têm entrega veja pedir,1.0
anvisa confirma pessoas morreram causa vacinas contra covid boato,0.0
maria rosário diz rota errou matar bandidos guararema boato,0.0
repasse escolas samba anunciado prefeitura governo estadual,0.0
após reunião renan filho cita constrangimento bolsonaro convicção,1.0
olímpia sob surto meningite viral boato,0.0
mortes covid superam mil alta semana,1.0
fake vídeo mostre furacão dorian sobre miami beach,0.0
estudo aponta imunidade coronavírus dura poucos meses,1.0
bolsonaro mente acusar rede globo omissão,1.0
posts enganam comparar spray nasal patenteado tratamento precoce,0.0
justiça rejeita ação trump suspender contagem pensilvânia,1.0
angústias crianças volta aulas tempos pandemia,1.0
brasileira luisa stefani deixa quarentena disputar torneio eua,1.0
aumento quase vezes mortes srag admite subnotificação,1.0
petrobras nega demissão ligados dirceu após pedido substituição castello branco,0.0
gal gadot perder milhão seguidor escolhido parir interpretar cleópatra,0.0
idoso ganhador mega sena virada morre sufocado namorada boato,0.0
fake imagem mostra luciano huck deputado daniel silveira,0.0
idosos tomaram vacina contra covid reino unido morreram boato,0.0
famosos cantam dançam som live jorge mateus,1.0
unicef defende pornografia crianças relatório boato,0.0
poze rodo baleado morre após xingar bolsonaro show boato,0.0
fake gleisi hoffmann tuitou faixa frase residência livre armas,0.0
lava jato paraná diz pgr pode vasculhar dados busca investigados foro,1.0
criança autista amarrar radiador hospital psiquiátrico líbano,0.0
bolsonaro diz imorrível imbroxável incomível incompetente,1.0
senado aprova medida provisória recriou ministério comunicações,1.0
volume crédito imobiliário cresce junho pandemia diz caixa,1.0
obras francisco cabrobó entregues dilma temer,0.0
menina sequestrada fundação osório rio desaparecida boato,0.0
candidata vereadora esfaqueada portão casa falso eleitor,1.0
lewandowski nega vacinação prioritária pessoas deficiência,1.0
tia marielle franco denuncia armação brazão witzel globo contra bolsonaro boato,0.0
vacina contra covid efeito magnético,0.0
entidades pedem stf suspensão protocolo cloroquina contra covid,1.0
caminhoneiros indo paulo brasília destituir três poderes boato,0.0
toyota comemora aniversário corolla compartilhar link boato,0.0
ministério saúde prorroga leitos uti ceará,1.0
usando imagem verdadeira post enganoso exagera extensão obras,0.0
governar petista mandar enterrar cesta básico enviar jair bolsonaro,0.0
moradora caxias perde mãe parentes covid meses,1.0
amazon prêmios roda sorte big billion days whatsapp boato,0.0
covid presidente méxico praticamente assintomático diz vice secretário saúde,1.0
fake vídeo mostre chineses construindo ferrovia ligando mato grosso maranhão,0.0
nova economista chefe pede estenda alívio dívida,1.0
fake vídeo calçadão bangu alagado,0.0
paulo reavalia planejamento retomada aulas estado,1.0
